+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                          ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; all_dots_module|dotRow10|pacDot3                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow10|pacDot2                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow10|pacDot1                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow10                                                                                                                                                                       ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow9                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow8                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow7                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow6                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow5                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow4                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow3                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot5                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot4                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot3                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot2                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2|pacDot1                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow2                                                                                                                                                                        ; 40    ; 5              ; 0            ; 5              ; 13     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot12                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot11                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot10                                                                                                                                                               ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot9                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot8                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot7                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; all_dots_module|dotRow1|pacDot6                                                                                                                                                                ; 34    ; 5              ; 10           ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
